review,sentiment,genre,rating,word_count
"Overall, The worst movie I have seen in years. Deeply disappointing.",negative,Sci-Fi,1.9,11
"In my opinion, Poor acting, weak script, and a completely predictable ending.",negative,Comedy,2.4,12
"To be fair, I fell asleep halfway through. Nothing interesting happened.",negative,Sci-Fi,2.9,11
A total disaster from the opening scene to the painful finale.,negative,Drama,2.4,11
"Honestly, Confusing storyline with no resolution. Felt cheated watching this.",negative,Comedy,3.6,10
"Overall, The special effects were laughably bad and distracting.",negative,Drama,2.9,9
"In my opinion, Dull and lifeless. The characters were completely forgettable.",negative,Romance,3.3,11
"To be fair, Painful to sit through. The dialogue was cringeworthy throughout.",negative,Action,3.9,12
A massive disappointment given the talented cast involved.,negative,Sci-Fi,3.2,8
"Honestly, Rushed plot with too many unresolved storylines left hanging.",negative,Action,3.3,10
"Overall, Could not connect with any of the characters at all.",negative,Action,3.3,11
"In my opinion, The writing felt lazy and uninspired throughout the whole film.",negative,Sci-Fi,2.5,13
"To be fair, Tedious pacing made this feel three times longer than it was.",negative,Comedy,2.3,14
A hollow story with absolutely nothing original to offer.,negative,Romance,4.6,9
"Honestly, The worst script I have encountered in recent memory.",negative,Drama,3.4,10
"Overall, Loud, chaotic, and exhausting without any emotional depth.",negative,Thriller,2,9
"In my opinion, The director clearly had no vision for this project.",negative,Drama,3,12
"To be fair, Absolutely hated the ending. It undid everything built up.",negative,Thriller,2.3,12
Cheap production values that undermined the entire experience.,negative,Drama,4.7,8
"Honestly, Overly long and self-indulgent with very little payoff.",negative,Sci-Fi,1,9
"Overall, Flat performances from a cast that deserved much better.",negative,Romance,1.9,10
"In my opinion, Incoherent editing made it impossible to follow the narrative.",negative,Thriller,2.5,12
"To be fair, A formulaic and forgettable film that offers nothing new.",negative,Horror,3,12
A complete waste of time. The plot made absolutely no sense.,negative,Comedy,4.4,11
"Honestly, Terribly boring film with zero character development whatsoever.",negative,Drama,1.4,9
"Overall, The worst movie I have seen in years. Deeply disappointing.",negative,Drama,4.2,11
"In my opinion, Poor acting, weak script, and a completely predictable ending.",negative,Thriller,1.2,12
"To be fair, I fell asleep halfway through. Nothing interesting happened.",negative,Comedy,4.4,11
A total disaster from the opening scene to the painful finale.,negative,Comedy,1.2,11
"Honestly, Confusing storyline with no resolution. Felt cheated watching this.",negative,Sci-Fi,1.1,10
"Overall, The special effects were laughably bad and distracting.",negative,Horror,3.8,9
"In my opinion, Dull and lifeless. The characters were completely forgettable.",negative,Sci-Fi,5,11
"To be fair, Painful to sit through. The dialogue was cringeworthy throughout.",negative,Sci-Fi,4.6,12
A massive disappointment given the talented cast involved.,negative,Sci-Fi,3.3,8
"Honestly, Rushed plot with too many unresolved storylines left hanging.",negative,Sci-Fi,4.7,10
"Overall, Could not connect with any of the characters at all.",negative,Sci-Fi,1,11
"In my opinion, The writing felt lazy and uninspired throughout the whole film.",negative,Romance,4.9,13
"To be fair, Tedious pacing made this feel three times longer than it was.",negative,Comedy,3,14
A hollow story with absolutely nothing original to offer.,negative,Sci-Fi,3.9,9
"Honestly, The worst script I have encountered in recent memory.",negative,Comedy,4.3,10
"Overall, Loud, chaotic, and exhausting without any emotional depth.",negative,Comedy,3.9,9
"In my opinion, The director clearly had no vision for this project.",negative,Action,3.1,12
"To be fair, Absolutely hated the ending. It undid everything built up.",negative,Romance,2.9,12
Cheap production values that undermined the entire experience.,negative,Sci-Fi,4.4,8
"Honestly, Overly long and self-indulgent with very little payoff.",negative,Drama,1.8,9
"Overall, Flat performances from a cast that deserved much better.",negative,Thriller,4.9,10
"In my opinion, Incoherent editing made it impossible to follow the narrative.",negative,Horror,3.8,12
"To be fair, A formulaic and forgettable film that offers nothing new.",negative,Drama,1.8,12
A complete waste of time. The plot made absolutely no sense.,negative,Romance,3.9,11
"Honestly, Terribly boring film with zero character development whatsoever.",negative,Thriller,3.1,9
"Overall, The worst movie I have seen in years. Deeply disappointing.",negative,Romance,3.8,11
"In my opinion, Poor acting, weak script, and a completely predictable ending.",negative,Comedy,4.1,12
"To be fair, I fell asleep halfway through. Nothing interesting happened.",negative,Thriller,1.3,11
A total disaster from the opening scene to the painful finale.,negative,Comedy,3,11
"Honestly, Confusing storyline with no resolution. Felt cheated watching this.",negative,Drama,4.7,10
"Overall, The special effects were laughably bad and distracting.",negative,Drama,2.3,9
"In my opinion, Dull and lifeless. The characters were completely forgettable.",negative,Thriller,3.4,11
"To be fair, Painful to sit through. The dialogue was cringeworthy throughout.",negative,Thriller,2.5,12
A massive disappointment given the talented cast involved.,negative,Sci-Fi,2.8,8
"Honestly, Rushed plot with too many unresolved storylines left hanging.",negative,Romance,3.2,10
"Overall, Could not connect with any of the characters at all.",negative,Sci-Fi,3.2,11
"In my opinion, The writing felt lazy and uninspired throughout the whole film.",negative,Romance,1.8,13
"To be fair, Tedious pacing made this feel three times longer than it was.",negative,Sci-Fi,3.7,14
A hollow story with absolutely nothing original to offer.,negative,Comedy,1.4,9
"Honestly, The worst script I have encountered in recent memory.",negative,Thriller,1.6,10
"Overall, Loud, chaotic, and exhausting without any emotional depth.",negative,Drama,1,9
"In my opinion, The director clearly had no vision for this project.",negative,Romance,1.5,12
"To be fair, Absolutely hated the ending. It undid everything built up.",negative,Romance,2.9,12
Cheap production values that undermined the entire experience.,negative,Drama,3.4,8
"Honestly, Overly long and self-indulgent with very little payoff.",negative,Sci-Fi,4.2,9
"Overall, Flat performances from a cast that deserved much better.",negative,Romance,1.4,10
"In my opinion, Incoherent editing made it impossible to follow the narrative.",negative,Horror,4.4,12
"To be fair, A formulaic and forgettable film that offers nothing new.",negative,Comedy,4,12
A complete waste of time. The plot made absolutely no sense.,negative,Thriller,2.6,11
"Honestly, Terribly boring film with zero character development whatsoever.",negative,Drama,4.7,9
"Overall, The worst movie I have seen in years. Deeply disappointing.",negative,Thriller,5,11
"In my opinion, Poor acting, weak script, and a completely predictable ending.",negative,Horror,1.8,12
"To be fair, I fell asleep halfway through. Nothing interesting happened.",negative,Romance,2.5,11
A total disaster from the opening scene to the painful finale.,negative,Romance,4.7,11
"Honestly, Confusing storyline with no resolution. Felt cheated watching this.",negative,Horror,3.9,10
"Overall, The special effects were laughably bad and distracting.",negative,Drama,1.2,9
"In my opinion, Dull and lifeless. The characters were completely forgettable.",negative,Comedy,4.1,11
"To be fair, Painful to sit through. The dialogue was cringeworthy throughout.",negative,Action,4.3,12
A massive disappointment given the talented cast involved.,negative,Drama,4,8
"Honestly, Rushed plot with too many unresolved storylines left hanging.",negative,Action,4.2,10
"Overall, Could not connect with any of the characters at all.",negative,Horror,4.3,11
"In my opinion, The writing felt lazy and uninspired throughout the whole film.",negative,Sci-Fi,1.7,13
"To be fair, Tedious pacing made this feel three times longer than it was.",negative,Action,1.9,14
A hollow story with absolutely nothing original to offer.,negative,Comedy,3.5,9
"Honestly, The worst script I have encountered in recent memory.",negative,Sci-Fi,4.6,10
"Overall, Loud, chaotic, and exhausting without any emotional depth.",negative,Action,2.3,9
"In my opinion, The director clearly had no vision for this project.",negative,Horror,3.4,12
"To be fair, Absolutely hated the ending. It undid everything built up.",negative,Sci-Fi,3.7,12
Cheap production values that undermined the entire experience.,negative,Horror,2.8,8
"Honestly, Overly long and self-indulgent with very little payoff.",negative,Action,3.9,9
"Overall, Flat performances from a cast that deserved much better.",negative,Horror,4.6,10
"In my opinion, Incoherent editing made it impossible to follow the narrative.",negative,Comedy,3.5,12
"To be fair, A formulaic and forgettable film that offers nothing new.",negative,Action,3.2,12
A complete waste of time. The plot made absolutely no sense.,negative,Action,2.8,11
"Honestly, Terribly boring film with zero character development whatsoever.",negative,Action,3.3,9
"Overall, The worst movie I have seen in years. Deeply disappointing.",negative,Drama,2.4,11
"In my opinion, Poor acting, weak script, and a completely predictable ending.",negative,Drama,2.6,12
"To be fair, I fell asleep halfway through. Nothing interesting happened.",negative,Drama,3.1,11
A total disaster from the opening scene to the painful finale.,negative,Comedy,1.3,11
"Honestly, Confusing storyline with no resolution. Felt cheated watching this.",negative,Sci-Fi,1.9,10
"Overall, The special effects were laughably bad and distracting.",negative,Horror,3.2,9
"In my opinion, Dull and lifeless. The characters were completely forgettable.",negative,Romance,2.7,11
"To be fair, Painful to sit through. The dialogue was cringeworthy throughout.",negative,Action,2.3,12
A massive disappointment given the talented cast involved.,negative,Horror,3.9,8
"Honestly, Rushed plot with too many unresolved storylines left hanging.",negative,Action,3.8,10
"Overall, Could not connect with any of the characters at all.",negative,Comedy,1.7,11
"In my opinion, The writing felt lazy and uninspired throughout the whole film.",negative,Action,4.5,13
"To be fair, Tedious pacing made this feel three times longer than it was.",negative,Drama,3,14
A hollow story with absolutely nothing original to offer.,negative,Romance,4,9
"Honestly, The worst script I have encountered in recent memory.",negative,Thriller,3.3,10
"Overall, Loud, chaotic, and exhausting without any emotional depth.",negative,Action,5,9
"In my opinion, The director clearly had no vision for this project.",negative,Horror,4,12
"To be fair, Absolutely hated the ending. It undid everything built up.",negative,Drama,3.8,12
Cheap production values that undermined the entire experience.,negative,Thriller,4.1,8
"Honestly, Overly long and self-indulgent with very little payoff.",negative,Romance,1.6,9
"Overall, Flat performances from a cast that deserved much better.",negative,Thriller,1.8,10
"In my opinion, Incoherent editing made it impossible to follow the narrative.",negative,Drama,3.9,12
"To be fair, A formulaic and forgettable film that offers nothing new.",negative,Sci-Fi,3,12
A complete waste of time. The plot made absolutely no sense.,negative,Sci-Fi,4,11
"Honestly, Terribly boring film with zero character development whatsoever.",negative,Thriller,1.4,9
"Overall, The worst movie I have seen in years. Deeply disappointing.",negative,Comedy,3.1,11
"In my opinion, Poor acting, weak script, and a completely predictable ending.",negative,Horror,2.5,12
"To be fair, I fell asleep halfway through. Nothing interesting happened.",negative,Horror,2.8,11
A total disaster from the opening scene to the painful finale.,negative,Thriller,3.4,11
"Honestly, Confusing storyline with no resolution. Felt cheated watching this.",negative,Action,3,10
"Overall, The special effects were laughably bad and distracting.",negative,Action,3.2,9
"In my opinion, Dull and lifeless. The characters were completely forgettable.",negative,Horror,2.9,11
"To be fair, Painful to sit through. The dialogue was cringeworthy throughout.",negative,Horror,2.6,12
A massive disappointment given the talented cast involved.,negative,Sci-Fi,4.1,8
"Honestly, Rushed plot with too many unresolved storylines left hanging.",negative,Comedy,1,10
"Overall, Could not connect with any of the characters at all.",negative,Drama,3.4,11
"In my opinion, The writing felt lazy and uninspired throughout the whole film.",negative,Action,3.3,13
"To be fair, Tedious pacing made this feel three times longer than it was.",negative,Horror,3.9,14
A hollow story with absolutely nothing original to offer.,negative,Sci-Fi,3.4,9
"Honestly, The worst script I have encountered in recent memory.",negative,Romance,4.3,10
"Overall, Loud, chaotic, and exhausting without any emotional depth.",negative,Sci-Fi,4.8,9
"In my opinion, The director clearly had no vision for this project.",negative,Action,2.4,12
"To be fair, Absolutely hated the ending. It undid everything built up.",negative,Action,1.9,12
Cheap production values that undermined the entire experience.,negative,Sci-Fi,2.7,8
"Honestly, Overly long and self-indulgent with very little payoff.",negative,Drama,2.2,9
"Overall, Flat performances from a cast that deserved much better.",negative,Thriller,3.5,10
"In my opinion, Incoherent editing made it impossible to follow the narrative.",negative,Action,4.6,12
"To be fair, A formulaic and forgettable film that offers nothing new.",negative,Sci-Fi,1.6,12
